,name,chembl_id,clean_smiles,first_approval_year,indication_class,molecule_type,withdrawn_flag,therapeutic_flag,polymer_flag,inorganic_flag,natural_product_flag,parenteral,topical,oral,MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,HallKierAlpha,Ipc,Kappa3,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
567,ZOLMITRIPTAN,CHEMBL1185,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,1997,Antimigraine,Small molecule,False,True,False,False,False,False,True,True,11.074862611131689,-0.3107458136300125,0.0825157207944902,0.8831305051919813,287.36299999999994,0.0,0.4070506145925941,-0.4473553967544816,1.380952380952381,16.559060745510813,10.023302403122496,2.2184696102897714,-2.0949038020319843,2.2140318154643044,-2.276215716080651,5.835834794415309,0.1765226554738732,1.773954929663153,-2.01,92019.76486960816,3.187054599577715,19.937539809604065,6.606881964512918,0.0,0.0,0.0,6.093240070938415,0.0,4.794537184071822,0.0,0.0,6.06636706846161,50.1966243315236,23.64452490960671,6.041840829147961,9.53140013787187,16.996165003019474,0.0,15.200676855804016,0.0,18.88348407499998,27.246982335779872,35.5228477603919,0.0,5.316788604006331,4.794537184071822,0.0,0.0,49.26595148766393,17.578506199652068,0.0,11.126902983393991,0.0,10.902924932081056,57.36,0.0,4.794537184071822,0.0,12.135080900086376,6.606881964512918,19.386399651764595,22.02982791547505,0.0,0.0,53.69196559815631,4.736862953800049,4.937067423617748,0.0,16.590295929967333,4.100692577574342,3.731920561434451,0.0,6.528740683001594,3.617936657815356,1.4872988803724734,4.172713952883367,0.4375,2.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,1.9229,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,CYPROHEPTADINE,CHEMBL516,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,1961,CYPROHEPTADINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,2.427401738473167,1.1632893990929705,1.1632893990929705,0.5791645622326819,287.4060000000001,0.0,0.0015995382446495,-0.3057312648686364,0.7272727272727273,15.087865172279232,9.85920738503586,2.204946710928866,-2.271287263033407,2.378986674553619,-2.265460904632673,5.944331157519128,0.3128370778331789,1.9631480815500688,-2.119999999999999,214727.8658240142,2.3181268273363704,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.25608129142991,47.71622572538645,13.08951281182515,0.0,0.0,17.72514474373703,0.0,4.899909730850478,0.0,12.84164324585202,20.13718479450234,76.35784704455014,0.0,0.0,0.0,0.0,0.0,25.03709452535282,0.0,0.0,35.09544921264,0.0,17.72514474373703,3.24,0.0,0.0,0.0,0.0,0.0,13.08951281182515,40.668553742709264,5.573104530069267,0.0,72.63055847488832,0.0,0.0,0.0,2.427401738473167,0.0,8.539594671201815,0.0,17.61481009070295,6.871388888888888,2.326578798185941,2.220225812547241,0.238095238095238,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,4.0,4.697900000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,NAFTIFINE,CHEMBL626,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,1988,NAFTIFINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,True,False,2.334537037037037,0.9425748771730912,0.9425748771730912,0.6390791725132271,287.406,0.0,0.0239658073224698,-0.298431523058166,0.8181818181818182,15.077268615181882,10.043559783717132,2.025073708022707,-2.156970430715538,2.1909704191316406,-2.1722437445304585,5.850869737957634,0.3651573435657315,1.6596884470097102,-2.379999999999999,159111.26634658367,3.629370150162816,0.0,0.0,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,84.9484450352071,28.947023395000773,13.08951281182515,0.0,0.0,16.848468535763473,0.0,4.899909730850478,0.0,6.544756405912575,13.592428388589765,89.99932791176722,0.0,0.0,0.0,0.0,0.0,18.492338119440245,6.544756405912575,0.0,11.126902983393991,0.0,16.848468535763473,3.24,0.0,0.0,0.0,0.0,0.0,13.08951281182515,21.899351412323583,0.0,6.06636706846161,90.82965968027317,0.0,0.0,0.0,2.334537037037037,2.6639968645605374,2.634048162602456,0.0,25.56605935996223,4.402841553287982,1.9013873929201308,2.1637962962962964,0.1428571428571428,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,3.0,4.985000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,PROCYCLIDINE,CHEMBL86715,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,1955,PROCYCLIDINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,11.541034580498868,-0.6207638888888884,0.4409750566893424,0.8863958351409401,287.4470000000001,0.0,0.0936247143982334,-0.3848278250934458,0.9523809523809524,16.285065723811996,9.714681837136045,2.384102488892057,-2.397167575546005,2.41391066640116,-2.393991892551767,5.232966639193923,-0.0510420608873072,1.7530078068956163,-0.8600000000000001,128998.60319186638,3.4898666476003646,10.006437125691184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.59430021108608,56.67497846431358,6.544756405912575,5.601050810983688,5.106527394840706,0.0,0.0,4.899909730850478,5.917906046161393,56.96762379439177,19.634269217737724,35.89528683400505,0.0,0.0,0.0,0.0,0.0,29.64070634342891,5.601050810983688,5.917906046161393,56.930024475105085,0.0,0.0,23.47,5.601050810983688,5.106527394840706,0.0,0.0,5.917906046161393,18.52902952053558,58.03526417230724,0.0,6.06636706846161,29.165378004696915,0.0,0.0,0.0,2.5245401077097505,11.541034580498868,0.5145110544217695,0.4409750566893424,10.430955530360292,9.81884975749559,3.479133912824389,0.0,0.6842105263157895,1.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,1.0,2.0,3.0,3.940400000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,CYCRIMINE,CHEMBL1201227,OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,1982,CYCRIMINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,11.486347080498868,-0.6158659297052149,0.4487875566893424,0.8863958351409401,287.4470000000001,0.0,0.0936247144091606,-0.3848278250934246,0.9523809523809524,16.285092725710612,9.77367939766885,2.3921786131645493,-2.37204740424526,2.4243312656243035,-2.3948747932750143,5.23426770478491,-0.037768397464041,1.7193984623303211,-0.8600000000000001,130074.71098934616,3.4898666476003646,10.006437125691184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.59430021108608,56.67497846431358,6.544756405912575,5.601050810983688,5.106527394840706,0.0,0.0,4.899909730850478,5.917906046161393,56.96762379439177,19.634269217737724,35.89528683400505,0.0,0.0,0.0,0.0,0.0,29.64070634342891,5.601050810983688,5.917906046161393,56.930024475105085,0.0,0.0,23.47,5.601050810983688,5.106527394840706,0.0,0.0,5.917906046161393,18.52902952053558,58.03526417230722,0.0,6.06636706846161,29.165378004696915,0.0,0.0,0.0,2.5479776077097505,11.486347080498868,0.5173835506424802,0.4487875566893424,10.415227438006117,9.855142853629054,3.479133912824389,0.0,0.6842105263157895,1.0,1.0,1.0,2.0,1.0,0.0,1.0,5.0,1.0,2.0,3.0,3.940400000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,LINDANE,CHEMBL15891,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,1974,Pediculicide; Scabicide,Small molecule,True,True,False,False,False,False,True,False,5.881172839506172,-0.4367283950617286,0.4367283950617284,0.5976039421761683,290.832,0.0,0.0692669085059189,-0.1196637872634997,0.3333333333333333,35.50499758566228,9.97283070885882,2.463958611920712,-2.372857126464408,2.3926719316232763,-2.5155783392680653,6.4474638509306335,0.5439823508572575,2.7602520756252087,1.74,416.3143647971509,2.0438996745290456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.60563934139509,0.0,0.0,0.0,32.26252720923436,0.0,69.60563934139509,0.0,0.0,0.0,32.26252720923436,0.0,0.0,0.0,0.0,0.0,0.0,69.60563934139509,32.26252720923436,0.0,0.0,0.0,0.0,0.0,0.0,32.26252720923436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.60563934139509,0.0,35.28703703703703,0.0,-2.620370370370371,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.644400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,CIPROFIBRATE,CHEMBL557555,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,not found,Antihyperlipoproteinemic,Small molecule,False,True,False,False,False,False,False,True,10.935818487735876,-1.2462053527686794,0.1549697131939194,0.8615348244596426,289.158,0.0,0.3469527260260042,-0.47830431383737,1.3888888888888888,35.539343207255925,10.101501524022094,2.5186670036831598,-2.210949785288496,2.590265851882064,-2.373475125944499,6.510313768943848,-0.1516978748384687,2.0716222773934136,-0.9300000000000002,11444.668581884192,2.7279289663210857,9.843390348640757,10.082865946769346,5.601050810983688,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,23.20187978046503,12.13273413692322,37.96448165092748,5.917906046161393,0.0,14.637927532712576,29.17118506841688,0.0,0.0,0.0,36.12060699293777,0.0,29.82891976554344,5.749511833283905,4.736862953800049,0.0,5.749511833283905,23.20187978046503,21.010237607261683,4.794537184071822,0.0,31.749653560165644,0.0,0.0,46.53,15.903710212420975,4.794537184071822,0.0,5.917906046161393,5.749511833283905,11.984273114623004,13.847474399381248,12.13273413692322,12.13273413692322,0.0,33.04527012910579,4.754769515831024,11.972086860005028,10.935818487735876,8.964113667684193,-0.2040932023529573,-0.3349861426051901,7.207622197026959,0.7469582362265893,3.0132659360040317,0.0,0.4615384615384615,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,2.0,3.589800000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,FOSPROPOFOL,CHEMBL1201766,CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O,2008,FOSPROPOFOL DISODIUM,Small molecule,False,True,False,False,False,True,False,False,10.651282753842278,-4.505346867913833,0.2534793083900224,0.619628936157829,288.2799999999999,0.0,0.4720131081974905,-0.466362934914525,1.105263157894737,31.20446174667965,9.93926730022537,2.176460195795216,-2.193878084014389,2.377037703716722,-2.068740015967066,7.458207426105413,0.0810737482757173,2.978760115661517,-0.8700000000000001,9456.399610616669,4.9555944134243415,14.523686159305,5.749511833283905,6.792942306099827,0.0,0.0,7.822697123132171,0.0,9.088795446643148,0.0,0.0,45.89405000414732,22.96271507571678,0.0,0.0,23.612481605948147,7.822697123132171,0.0,0.0,0.0,39.53076089108528,6.792942306099827,29.32600418877882,5.749511833283905,4.736862953800049,0.0,5.749511833283905,7.822697123132171,16.579765511604776,9.088795446643148,0.0,50.65766387447927,0.0,0.0,75.99000000000001,14.615639429231996,4.565048284931329,0.0,11.835812092322788,5.749511833283905,11.126902983393991,0.0,0.0,45.89405000414732,4.5237471617118175,14.523686159305,20.450941200554297,0.0,17.32303162005543,0.0,2.000947971781305,1.1606160241874524,5.855245142038297,0.0,7.686787131519275,-4.505346867913833,0.5384615384615384,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,3.379000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,ESTRIOL,CHEMBL193482,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,not found,Estrogen,Small molecule,False,True,False,False,True,False,False,False,10.391005133534897,-0.5651252414546069,0.1160655627991937,0.687428138033629,288.38699999999994,0.0,0.1153706182642206,-0.5079560321952997,1.1904761904761905,16.33057549785529,9.552088514701346,2.5715154527122923,-2.494371169409709,2.604108770741996,-2.44358917081993,5.3976190661825045,-0.0505120724252694,1.7102706989281615,-1.06,89570.1319835637,1.8006507095340074,15.319582184522115,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.990104268152232,78.53245384282822,0.0,12.207932775496603,15.319582184522115,0.0,0.0,0.0,17.250802561719567,57.15368413597868,0.0,29.32600418877882,5.749511833283905,0.0,0.0,5.749511833283905,0.0,27.52751496001872,6.4208216229260096,17.250802561719567,49.65183272095005,0.0,0.0,60.69,12.207932775496603,15.319582184522115,0.0,5.41499046939678,23.50322997176809,32.10410811463005,11.126902983393991,6.06636706846161,6.06636706846161,12.990104268152232,0.0,0.0,0.0,0.0,30.2024608686067,2.5653478914714043,1.875258815717645,5.802598576467624,3.803230715125557,2.167769799277736,0.0,0.6666666666666666,3.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,2.5800000000000005,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,TESTOSTERONE,CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,1972,Androgen,Small molecule,False,True,False,False,True,True,True,False,11.787347748902132,-0.0822881760728986,0.0822881760728986,0.7342296115534325,288.431,0.0,0.1551972904371741,-0.3925514254046628,1.0476190476190477,16.268895710438713,9.471878965761274,2.58150249709267,-2.572741999579997,2.6461810305527917,-2.507464327665588,5.912357719329415,-0.1175061509764571,1.6883496404253646,-0.6300000000000001,85969.52181428958,1.7756589628303494,5.106527394840706,0.0,5.783244946364939,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,19.420578929450517,79.6054705445937,6.4208216229260096,6.103966387748303,9.901064578912528,5.783244946364939,0.0,0.0,28.583699077277743,71.31801377053763,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,16.99373872895395,4.794537184071822,28.583699077277743,65.21404738278933,0.0,0.0,37.3,0.0,9.901064578912528,0.0,16.933947326541862,11.701150992526332,37.51909858402682,31.256391021773307,0.0,6.076020106833881,13.847474399381248,0.0,0.0,0.0,11.787347748902132,10.449210893073175,1.88584801744772,2.5743902615058367,0.0,10.706199766943817,4.7636699787939865,0.0,0.8421052631578947,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.879200000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,PRASTERONE,CHEMBL90593,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,2016,,Small molecule,False,True,False,False,True,False,True,False,12.361869038899613,-0.1224169212438066,0.016814806941295,0.6868426969908572,288.43100000000004,0.0,0.1385554846682389,-0.3927966848471335,1.0952380952380951,16.265965762395805,9.478361008612756,2.5794189083707706,-2.5632337961302283,2.633786620745711,-2.500163657739147,5.86725811288784,-0.1315076590164254,1.692354659363723,-0.63,85969.52181428958,1.7756589628303494,5.106527394840706,5.783244946364939,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,25.4965990362844,68.11445996836302,11.83581209232279,6.103966387748303,9.901064578912528,5.783244946364939,0.0,0.0,28.583699077277743,71.31801377053763,0.0,11.64912463690315,0.0,0.0,0.0,0.0,0.0,16.993738728953947,4.794537184071822,28.583699077277743,65.21404738278933,0.0,0.0,37.3,0.0,9.901064578912528,0.0,11.51895685714508,23.034047508084505,50.86365740664347,11.993926152995275,0.0,0.0,19.92349450621513,0.0,0.0,0.0,12.361869038899613,9.999061138726994,1.807436893738977,2.6003137335180986,0.0,10.7071306925548,4.690855169228185,0.0,0.8421052631578947,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.879200000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,LEVOBUPIVACAINE,CHEMBL1201193,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,1999,LEVOBUPIVACAINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False,12.69273478835979,0.0456538170823876,0.0456538170823876,0.891012713024742,288.43500000000006,0.0,0.2412445175266546,-0.3242349493690176,1.2857142857142858,16.151220403484253,9.999267213554528,2.28034117806626,-2.3440921249794626,2.228077099288143,-2.470556617424073,5.957482551450278,-0.1220212596067181,2.065054948314816,-1.35,57281.24375228437,4.068068371596222,5.316788604006331,0.0,0.0,5.907179729351506,0.0,0.0,9.6944469149223,0.0,0.0,0.0,37.96448165092748,57.326355063378415,5.687386274683562,6.041840829147961,4.794537184071822,11.594566004035068,0.0,4.899909730850478,0.0,58.91716054284987,18.40630141583148,29.32600418877882,0.0,5.316788604006331,5.687386274683562,0.0,0.0,29.938443101175096,4.794537184071822,13.847474399381248,50.15474829771466,0.0,0.0,32.34,0.0,4.794537184071822,0.0,11.949020558499466,0.0,42.74544531575472,19.26246486877803,0.0,6.06636706846161,43.120644070851895,0.0,0.0,0.0,15.06370701058201,3.1740077003023432,3.265787273242631,0.1696324640967497,6.189656214146202,5.721966308319573,8.41524302931049,0.0,0.6111111111111112,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,2.0,3.8965400000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,BUPIVACAINE,CHEMBL1098,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,1972,BUPIVACAINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False,12.69273478835979,0.0456538170823876,0.0456538170823876,0.891012713024742,288.43500000000006,0.0,0.2412445175266546,-0.3242349493690176,1.2857142857142858,16.151220403484253,9.999267213554528,2.28034117806626,-2.3440921249794626,2.228077099288143,-2.470556617424073,5.957482551450278,-0.1220212596067181,2.065054948314816,-1.35,57281.24375228437,4.068068371596222,5.316788604006331,0.0,0.0,5.907179729351506,0.0,0.0,9.6944469149223,0.0,0.0,0.0,37.96448165092748,57.326355063378415,5.687386274683562,6.041840829147961,4.794537184071822,11.594566004035068,0.0,4.899909730850478,0.0,58.91716054284987,18.40630141583148,29.32600418877882,0.0,5.316788604006331,5.687386274683562,0.0,0.0,29.938443101175096,4.794537184071822,13.847474399381248,50.15474829771466,0.0,0.0,32.34,0.0,4.794537184071822,0.0,11.949020558499466,0.0,42.74544531575472,19.26246486877803,0.0,6.06636706846161,43.120644070851895,0.0,0.0,0.0,15.06370701058201,3.1740077003023432,3.265787273242631,0.1696324640967497,6.189656214146202,5.721966308319573,8.41524302931049,0.0,0.6111111111111112,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,2.0,3.8965400000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
